id,name,city,website,email,contactPhone,address,studentCount,tuitionRange,hasDormitory,hasGrants,hasMilitaryDepartment,logoUrl,description,majors,specialtyCodes,passingScore,applicationDeadline,requirements
45,Республиканское государственное учреждение «Пограничная академия Комитета национальной безопасности Республики Казахстан»,Алматы,https://paknb.kz,,8 7272 64 65 29,"050020, г.Алматы, Проспект Достык, дом № 103",3174,Бюджет (бесплатно),true,true,,,Пограничная академия КНБ в Алматы. Подготовка специалистов по охране государственной границы.,,,50,15-25 Июля,ЕНТ
46,Государственное учреждение «Академия правоохранительных органов при Генеральной прокуратуре Республики Казахстан»,Акмолинская область,https://apo.gov.kz,info@apo.gov.kz,8 7165 16 81 69,"010078, Акмолинская область, г.Косшы, улица РЕСПУБЛИКА,  строение 16",8139,Бюджет (бесплатно),true,true,,,"Академия правоохранительных органов при Генеральной прокуратуре. Правоохранительное дело, криминалистика.",,,50,15-25 Июля,ЕНТ
47,Республиканское государственное учреждение «Академия Национальной гвардии Республики Казахстан»,Северо-Казахстанская область,https://ang.edu.kz,,8 7152 37 17 26,"150009, Северо-Казахстанская область, г.Петропавловск, улица имени Жалела Кизатова, дом № 6",5881,Бюджет (бесплатно),true,true,,,Академия Национальной гвардии в Петропавловске. Подготовка кадров для Национальной гвардии.,,,50,15-25 Июля,ЕНТ
48,Республиканское государственное учреждение «Академия правосудия при Высшем Судебном Совете Республики Казахстан»,Астана,https://ajvs.kz,info@ajvs.kz,8 7172 71 08 71,"010000, г. Астана, улица Бейбитшилик, дом 46",4374,Бюджет (бесплатно),true,true,,,Академия правосудия при Высшем Судебном Совете. Подготовка судей и судебных работников.,,,50,15-25 Июля,ЕНТ
49,Учреждение «Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави»,Туркестанская область,https://ayu.edu.kz,info@ayu.edu.kz,8 7253 39 71 28,"161200, Туркестанская область, г.ТУРКЕСТАН, проспект Б. Саттарханова, 29В",2063,400 000 - 900 000 тг/год,true,true,,,"Международный казахско-турецкий университет в Туркестане. Педагогика, инженерия, гуманитарные науки, теология.",,,50,15-25 Июля,ЕНТ
5,Некоммерческое акционерное общество «Казахский национальный исследовательский технический университет имени К.И. Сатпаева»,Алматы,https://satbayev.university,info@satbayev.university,8 7272 92 60 25,"050013, г.Алматы, САТПАЕВА, дом № 22",14126,800 000 - 1 800 000 тг/год,true,true,,,"Ведущий технический университет Казахстана, основан в 1934 году. Специализация: инженерия, IT, нефтегазовое дело, горное дело, архитектура.",,,50,15-25 Июля,ЕНТ
50,Товарищество с ограниченной ответственностью «De Montfort University Kazakhstan (Де Монтфорт Юниверсити Казахстан)»,Алматы,https://dmu.edu.kz,info@dmu.edu.kz,8 700 836 85 39,"050044, г.Алматы, Проспект АЛЬ -ФАРАБИ, дом № 120/48, 4",4091,2 000 000 - 3 000 000 тг/год,false,true,,,"De Montfort University Kazakhstan — филиал британского университета. Бизнес, IT, медиа. Обучение на английском языке.",,,50,15-25 Июля,ЕНТ
51,Акционерное общество «Университет КАЗГЮУ имени М.С. Нарикбаева»,Астана,https://mnu.kz,info@mnu.kz,8 7172 70 30 30,"010000, г.Астана, Шоссе КОРГАЛЖЫН, дом № 8",6825,2 000 000 - 3 500 000 тг/год,true,true,,,"Университет КАЗГЮУ — ведущая юридическая школа Казахстана. Право, бизнес, госуправление, международные отношения.",,,50,15-25 Июля,ЕНТ
52,Некоммерческое акционерное общество «Алматинский университет энергетики и связи имени Гумарбека Даукеева»,Алматы,https://aues.edu.kz,info@aues.edu.kz,8 7273 23 11 75,"050013, г.Алматы, улица Байтурсынулы, дом № 126/1",728,600 000 - 1 200 000 тг/год,true,true,,,"Алматинский университет энергетики и связи. Энергетика, телекоммуникации, IT, автоматизация, радиотехника.",,,50,15-25 Июля,ЕНТ
53,Некоммерческое акционерное общество «Казахская академия спорта и туризма»,Алматы,https://kazast.edu.kz,info@kazast.edu.kz,8 7172 92 39 97,"050022, г.Алматы, Проспект Абая, дом № 85",5536,500 000 - 1 000 000 тг/год,true,true,,,"Казахская академия спорта и туризма. Физкультура, спорт, туризм, рекреация, спортивная медицина.",,,50,15-25 Июля,ЕНТ
54,Акционерное общество «Казахский университет международных отношений и мировых языков имени Абылай хана»,Алматы,https://ablaikhan.kz,info@ablaikhan.kz,8 7272 92 08 00,"050000, г.Алматы, улица Муратбаева, 200",2551,600 000 - 1 300 000 тг/год,true,true,,,"Университет международных отношений и мировых языков. Лингвистика, перевод, международные отношения, журналистика, педагогика.",,,50,15-25 Июля,ЕНТ
55,Акционерное общество «Жезказганский университет имени О.А.Байконурова»,область Ұлытау,https://zhgu.edu.kz,info@zhgu.edu.kz,8 7102 73 60 15,"100600, область Ұлытау, г.Жезказган, улица Алашахана, 1Б",5054,450 000 - 900 000 тг/год,true,true,,,"Жезказганский университет. Горное дело, металлургия, IT, педагогика, экономика. Специализация на горнодобывающей промышленности.",,,50,15-25 Июля,ЕНТ
56,Акционерное общество «Академия гражданской авиации»,Алматы,https://agakaz.kz,info@agakaz.kz,8 7273 83 90 45,"050000, г.Алматы, улица Закарпатская, 44",257,800 000 - 2 000 000 тг/год,true,true,,,"Академия гражданской авиации. Подготовка специалистов для авиационной отрасли: пилоты, авиадиспетчеры, инженеры.",,,50,15-25 Июля,ЕНТ
57,Товарищество с ограниченной ответственностью «Международная образовательная корпорация»,Алматы,https://mok.edu.kz,info@mok.edu.kz,8 7273 23 12 23,"050043, г.Алматы, улица Рыскулбекова, дом № 28",3228,800 000 - 1 500 000 тг/год,true,true,,,"Международная образовательная корпорация. Строительство, архитектура, дизайн, IT, экономика.",,,50,15-25 Июля,ЕНТ
58,Акционерное общество «Международный университет информационных технологий»,Алматы,https://iitu.edu.kz,info@iitu.edu.kz,8 7273 20 00 00,"050040, г.Алматы, улица Манаса, дом № 34/1, 1",2156,1 800 000 - 2 500 000 тг/год,false,true,,,"Международный университет информационных технологий. Computer Science, кибербезопасность, медиа-технологии, Big Data.",,,50,15-25 Июля,ЕНТ
59,Некоммерческое акционерное общество «Университет КИМЭП»,Алматы,https://kimep.kz,uao@kimep.kz,8 7272 70 43 14,"050010, г.Алматы, Проспект Абая , дом № 4",4913,2 800 000 - 4 200 000 тг/год,true,true,,,"Ведущий бизнес-университет Казахстана. Программы на английском языке: бизнес, право, международные отношения, журналистика.",,,50,15-25 Июля,ЕНТ
6,Республиканское государственное учреждение «Казахская национальная академия искусств имени Темирбека Жургенова» Министерства культуры и информации Республики Казахстан,Алматы,https://kaznai.kz,info@kaznai.kz,8 7273 38 35 55,"050000, г.Алматы, улица Панфилова, дом № 127",1187,500 000 - 1 100 000 тг/год,true,true,,,"Ведущий вуз в сфере искусств. Факультеты: театральное, хореографическое, изобразительное искусство, кино и ТВ.",,,50,15-25 Июля,ЕНТ
60,Акционерное общество «Казахстанско-Британский технический университет»,Алматы,https://kbtu.edu.kz,info@kbtu.edu.kz,8 7273 57 42 42,"050000, г.Алматы, Толе би, 59",1117,2 200 000 - 3 500 000 тг/год,true,true,,,"Казахстанско-Британский технический университет. IT, нефтегазовое дело, бизнес, инженерия. Международные программы.",,,50,15-25 Июля,ЕНТ
61,Некоммерческое Акционерное общество «Университет Нархоз»,Алматы,https://narxoz.kz,admission@narxoz.kz,8 7273 77 11 02,"050035, г.Алматы, улица Жандосова, дом № 55",4846,1 500 000 - 2 500 000 тг/год,true,true,,,"Университет Нархоз — ведущая бизнес-школа. Экономика, финансы, маркетинг, IT, право, госуправление.",,,50,15-25 Июля,ЕНТ
62,Некоммерческое акционерное общество «Казахский агротехнический исследовательский университет имени Сакена Сейфуллина»,Астана,https://kazatu.edu.kz,info@kazatu.edu.kz,8 7172 31 75 47,"010000, г.Астана, Проспект Жеңіс, дом № 62",13759,500 000 - 1 200 000 тг/год,true,true,,,"Казахский агротехнический университет в Астане. Сельское хозяйство, ветеринария, IT, инженерия, экология, экономика.",,,50,15-25 Июля,ЕНТ
63,Акционерное общество «Алматинский технологический университет»,Алматы,https://atu.edu.kz,info@atu.edu.kz,8 7272 21 88 08,"050000, г.Алматы, Толе би, 100",2115,600 000 - 1 200 000 тг/год,true,true,,,"Алматинский технологический университет. Пищевая промышленность, легкая промышленность, IT, биотехнология, дизайн.",,,50,15-25 Июля,ЕНТ
64,Акционерное общество «Казахский университет технологии и бизнеса имени К.Кулажанова»,Астана,https://kaztbu.kz,info@kaztbu.kz,8 7172 69 70 50,"010000, г.Астана, УЛИЦА КАЙЫМ МУХАМЕДХАНОВ, дом № 37А",8275,700 000 - 1 300 000 тг/год,true,true,,,"Казахский университет технологии и бизнеса в Астане. Пищевые технологии, IT, экономика, туризм, дизайн.",,,50,15-25 Июля,ЕНТ
65,Учреждение «Esil University»,Астана,https://esil.edu.kz,info@esil.edu.kz,8 708 227 01 01,"010000, г.Астана, улица Ахмета Жубанова, здание № 7",8551,900 000 - 1 500 000 тг/год,true,true,,,"Esil University в Астане. Многопрофильный вуз: IT, экономика, педагогика, юриспруденция, инженерия.",,,50,15-25 Июля,ЕНТ
66,Учреждение «Университет Туран-Астана»,Астана,https://turan-astana.kz,info@turan-astana.kz,8 700 139 51 10,"010000, г.Астана, улица ПУШКИНА, дом № 166/5",2596,900 000 - 1 800 000 тг/год,false,true,,,"Филиал университета «Туран» в Астане. Экономика, IT, юриспруденция, педагогика.",,,50,15-25 Июля,ЕНТ
67,Учреждение высшего образования «Евразийский гуманитарный институт им.А.К.Кусаинова»,Астана,https://eagi.edu.kz,info@eagi.edu.kz,8 7172 56 19 33,"010000, г.Астана, Жумабаева, 3",818,700 000 - 1 200 000 тг/год,false,true,,,"Евразийский гуманитарный институт в Астане. Педагогика, филология, психология, IT, экономика.",,,50,15-25 Июля,ЕНТ
68,Учреждение «Университет «Туран»,Алматы,https://turan.edu.kz,info@turan-edu.kz,8 7272 60 70 00,"050013, г.Алматы, улица САТПАЕВА, дом № 16а",1365,1 000 000 - 2 000 000 тг/год,false,true,,,"Университет «Туран» — многопрофильный частный вуз в Алматы. Экономика, IT, юриспруденция, туризм, дизайн.",,,50,15-25 Июля,ЕНТ
69,Товарищество с ограниченной ответственностью «Университет Кунаева»,Алматы,https://kunaev.university,info@kunaev.university,8 7273 57 21 05,"050000, г.Алматы, улица Курмангазы, дом № 107",630,800 000 - 1 500 000 тг/год,false,true,,,"Университет Кунаева в Алматы. Юриспруденция, экономика, IT, лингвистика.",,,50,15-25 Июля,ЕНТ
7,Республиканское государственное учреждение «Казахская национальная консерватория имени Курмангазы» Министерства культуры и информации Республики Казахстан,Алматы,https://conservatoire.edu.kz,info@conservatoire.edu.kz,8 7272 61 76 40,"050000, г.Алматы, Проспект АБЫЛАЙ ХАНА, дом № 86",16121,500 000 - 1 000 000 тг/год,true,true,,,"Ведущее музыкальное высшее учебное заведение Казахстана, основано в 1944 году. Подготовка профессиональных музыкантов и композиторов.",,,50,15-25 Июля,ЕНТ
70,Товарищество с ограниченной ответственностью «META University»,Алматы,https://meta.university,info@meta.university,8 7272 92 57 78,"050012, г.Алматы, УЛИЦА Досмухамедова, дом № 45",0,1 500 000 - 2 000 000 тг/год,false,true,,,"META University — новый IT-ориентированный университет в Алматы. Программирование, Data Science, Digital Marketing.",,,50,15-25 Июля,ЕНТ
71,Учреждение образования «Алматы менеджмент университет»,Алматы,https://almau.edu.kz,info@almau.edu.kz,8 7173 13 30 40,"050060, г.Алматы, УЛИЦА РОЗЫБАКИЕВА, дом № 227",0,1 800 000 - 3 000 000 тг/год,false,true,,,"Алматы Менеджмент Университет (AlmaU). Бизнес, менеджмент, IT, право. AACSB аккредитация.",,,50,15-25 Июля,ЕНТ
72,Учреждение «Международный транспортно-гуманитарный университет»,Алматы,https://itgu.edu.kz,info@itgu.edu.kz,8 705 100 09 66,"050063, г.Алматы, Микрорайон ЖЕТЫСУ-1, дом № 32А",0,600 000 - 1 000 000 тг/год,false,true,,,"Международный транспортно-гуманитарный университет в Алматы. Транспорт, логистика, IT, экономика.",,,50,15-25 Июля,ЕНТ
73,Товарищество с ограниченной ответственностью «Университет Mеждународного Бизнеса имени Кенжегали Сагадиева»,Алматы,https://uib.kz,info@uib.kz,8 7272 59 80 20,"050010, г.Алматы, Проспект Абая , дом № 8А",0,1 500 000 - 2 500 000 тг/год,false,true,,,"Университет Международного Бизнеса (UIB). Бизнес, экономика, финансы, маркетинг, IT, право.",,,50,15-25 Июля,ЕНТ
74,Учреждение «SDU University»,Алматинская область,https://sdu.edu.kz,info@sdu.edu.kz,8 7273 07 95 65,"040900, Алматинская область, г.Каскелен, улица Абылай Хана, строение № 1/1",0,1 800 000 - 3 200 000 тг/год,true,true,,,"SDU University — один из ведущих частных вузов. IT, инженерия, бизнес, право, гуманитарные науки. Обучение на английском.",,,50,15-25 Июля,ЕНТ
